district,rera_id,project_name,promoter_name,location_pin_code,location_lat_long,project_status,proposed_date_of_completion,revised_proposed_date_of_completion,extended_date_of_completion,project_type,project_area_(sqmts),recreational_open_space,sanctioned_fsi,date_last_modified,cases_count,complaints_count,number_of_appartments,number_of_booked_appartments,number_of_basements,number_of_plinth,number_of_podiums,number_of_sanctioned_floors,number_of_stilts,total_no__of_open_parking_as_per_sanctioned_plan_(4-wheeler+2-wheeler),number_of_closed_parking,number_of_plots,area_of_plot(in_sqmts),number_of_plots_booked_/_alloted_/_sold
Palghar,P99000008956,SHALIBHADRA YASH,SUMATINATH BUILDERS,401203,"('19.432223000000000','72.808898999999997')",On-Going Project,07/31/2023,07/31/2026,,Residential,5500.0,820.0,5470.98,12/23/2023,,,155.0,110.0,0.0,1.0,0.0,8.0,38.0,10.0,38.0,0.0,0.0,0.0
Palghar,P99000012496,DHARTI COMPLEX,DHARTI BUILDWELL,401501,,On-Going Project,12/31/2017,06/30/2021,12/31/2024,Residential,3500.0,539.0,2256.07,07/28/2023,,,72.0,66.0,0.0,6.0,0.0,23.0,5.0,0.0,5.0,0.0,0.0,0.0
Palghar,P99000011698,LAVANYA APARTMENT,ROYAL INFRA,401501,"('19.782489999999999','72.763559999999998')",On-Going Project,03/31/2018,12/31/2018,01/31/2024,Residential,1507.32,1507.32,1507.32,08/05/2022,,,40.0,7.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000011479,SHALIBHADRA AMORA,SUMATINATH BUILDERS,401203,"('19.416676100000000','72.798370500000004')",On-Going Project,07/31/2025,07/31/2028,,Residential,4800.0,105.0,2992.19,03/11/2023,,,106.0,0.0,0.0,1.0,0.0,15.0,23.0,5.0,23.0,0.0,0.0,0.0
Palghar,P99000010582,IPSIT PARADISE PHASE 2,DREAMLAND DEVELOPERS,401208,"('19.478483300000001','72.872224900000006')",On-Going Project,12/31/2017,12/30/2022,,Residential,2041.96,0.0,1909.67,12/22/2018,,,11.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Palghar,P99000014129,DREAMS TOWER,DREAMS CONSTRUCTION COMPANY,401203,"('19.368914000000000','72.815211000000005')",On-Going Project,12/31/2018,12/31/2018,12/31/2024,Residential,706.71,688.68,3443.4,05/27/2023,,4.0,126.0,108.0,0.0,3.0,0.0,24.0,2.0,0.0,36.0,0.0,0.0,0.0
Palghar,P99000010117,Maple Terraces Building No. B-11,Messrs. Axis Dwellings LLP,401404,"('19.693558100000001','72.765518400000005')",On-Going Project,12/31/2015,03/31/2018,12/30/2021,Residential,168.23,0.0,748.27,02/20/2019,,,18.0,6.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000007043,NAKODA HEIGHTS NO 1 AND 2,SHREE NAKODA DEVELOPERS,401203,"('19.430430000000001','72.808858000000001')",On-Going Project,07/31/2020,07/31/2025,,Residential,9410.0,0.0,12709.12,10/26/2018,,1.0,326.0,318.0,0.0,2.0,0.0,19.0,78.0,10.0,0.0,0.0,0.0,0.0
Palghar,P99000005233,Maple Terraces Building No. A-15,Messrs. Axis Dwellings LLP,401404,"('19.693558100000001','72.765518400000005')",On-Going Project,10/31/2016,03/31/2018,12/30/2021,Residential,213.4,0.0,951.53,02/20/2019,,,18.0,6.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000009007,VASTU SHILP DEVELOPERS,VASTU SHILP DEVELOPERS,401303,"('19.458608000000002','72.816761000000000')",On-Going Project,12/31/2017,01/31/2018,,Residential,1540.0,0.0,2284.49,12/14/2019,,,49.0,31.0,0.0,1.0,0.0,9.0,1.0,15.0,11.0,0.0,0.0,0.0
Palghar,P99000010164,SHANTI VISTA,SHAH REALTY AND INFRA,401107,"('19.693558100000001','72.765518400000005')",On-Going Project,06/30/2016,07/31/2018,,Residential,6773.44,135.8,12839.74,12/05/2019,,,249.0,218.0,0.0,1.0,0.0,5.0,1.0,0.0,22.0,0.0,0.0,0.0
Palghar,P99000002584,SEA GRAPES,NINE REALTY BUILDERS,401203,"('19.430437000000001','72.809758000000002')",On-Going Project,12/31/2019,12/31/2019,06/30/2023,Residential,179.8,226.31,1131.57,06/17/2023,,,36.0,33.0,0.0,1.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0
Palghar,P99000009277,Sai River Palace,SAI UNIVERSAL REALTORS & DEVELOPERS LLP,401501,"('19.785610999999999','72.841913000000005')",On-Going Project,12/20/2018,12/20/2021,12/20/2022,Residential,13401.88,1405.32,10039.55,04/13/2022,,9.0,121.0,41.0,1.0,6.0,0.0,26.0,5.0,47.0,5.0,0.0,0.0,0.0
Palghar,P99000011852,SHREE NATH NAGAR NO 1 AND 2,SHREENATH ENTERPRISES,401203,"('19.470106999999999','72.799650000000000')",On-Going Project,07/31/2022,07/31/2028,,Residential,12110.0,1200.0,5796.06,10/14/2018,,,192.0,179.0,0.0,2.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000010131,MARIYAM MANZIL,AJMAL DEVELPERS,401201,"('19.369526199999999','72.786551799999998')",On-Going Project,12/31/2023,12/30/2025,,Residential,891.3,0.0,763.79,07/31/2017,,,28.0,0.0,0.0,1.0,0.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0
Palghar,P99000004618,IDEAL VIEW,SHREE SHIV SHAKTI ENTERPRISES,401404,"('19.405448600000000','72.830869199999995')",On-Going Project,12/31/2018,12/31/2019,12/31/2024,Residential,1568.9,0.0,1569.0,02/22/2022,,1.0,29.0,25.0,0.0,1.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0
Palghar,P99000006027,Shree Durga Nagar Complex,SHREE LAXMI SAHARA BUILDERS AND DEVELOPERS,401209,"('19.415065999999999','72.830276999999995')",On-Going Project,12/31/2018,12/31/2019,12/30/2021,Residential,9210.0,1299.16,4094.5,07/08/2021,,,78.0,50.0,0.0,2.0,0.0,16.0,2.0,0.0,2.0,0.0,0.0,0.0
Palghar,P99000006316,KONARK EMBESSY,UNIVERSAL REALTORS,401207,"('19.346796000000001','72.819051999999999')",On-Going Project,12/31/2018,12/31/2018,,Residential,5485.31,0.0,5485.31,10/02/2018,,,90.0,19.0,0.0,1.0,0.0,8.0,0.0,15.0,0.0,0.0,0.0,0.0
Palghar,P99000005927,SHREE KRISHNA HEIGHTS,SHREE KRISHNA REALITY,401208,"('19.373481999999999','72.886993000000004')",On-Going Project,12/31/2023,12/30/2025,,Residential,938.79,40.0,1479.97,07/06/2022,,,54.0,0.0,0.0,1.0,0.0,11.0,1.0,0.0,17.0,0.0,0.0,0.0
Palghar,P99000012019,JUIE,VERSATILEREALTORSPRIVATELIMITED,401209,"('19.405448600000000','72.830869199999995')",On-Going Project,12/31/2019,12/31/2019,12/30/2021,Residential,945.57,897.78,4488.88,04/13/2023,,,135.0,111.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0
Palghar,P99000012236,"RELIABLE TOWNSHIP / RT- A, B WING",RELIABLE REALTORS,401208,"('19.391570999999999','72.857631999999995')",On-Going Project,12/19/2017,12/31/2017,12/31/2018,Residential,1023.8,625.8,1507.86,11/11/2019,,,60.0,47.0,0.0,2.0,0.0,10.0,0.0,26.0,0.0,0.0,0.0,0.0
Palghar,P99000008086,MAA JAY AMBE HEIGHTS,VISION INFRASTRUCTURE CO,401303,"('19.442913999999998','72.819220000000001')",On-Going Project,12/31/2018,03/31/2019,09/30/2020,Residential,990.6,100.0,2670.94,07/31/2017,,,34.0,14.0,0.0,2.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0
Palghar,P99000007915,YASHVANT SRUSTI,INSTACROISSANCE LIMITED,401501,"('19.792964000000001','72.758419000000003')",On-Going Project,12/31/2022,07/31/2024,,Residential,27873.95,3000.0,44706.04,11/01/2023,,,1183.0,1091.0,0.0,6.0,0.0,5.0,1.0,168.0,1.0,0.0,0.0,0.0
Palghar,P99000007052,RELIABLE TOWNSHIP /RT-C TO K WING,RELIABLE REALTORS,401208,"('19.391805000000001','72.857588000000007')",On-Going Project,12/19/2017,12/31/2017,12/31/2018,Residential,3746.47,2364.03,5044.91,11/11/2019,,,220.0,189.0,0.0,9.0,0.0,45.0,0.0,186.0,0.0,0.0,0.0,0.0
Palghar,P99000010435,SHUBHANGAN,S.H.ENTERPRISE,401203,"('19.416676100000000','72.798370500000004')",On-Going Project,03/01/2018,03/01/2018,,Residential,2327.69,270.34,2327.69,08/10/2022,,,77.0,75.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000005302,STAR BUILDERS AND DEVELOPERS,STAR BUILDERS & DEVELOPERS,401303,"('19.434428900000000','72.922432900000004')",On-Going Project,11/30/2014,12/31/2017,,Residential,770.0,0.0,770.0,08/05/2021,,,46.0,46.0,0.0,1.0,0.0,8.0,1.0,20.0,1.0,0.0,0.0,0.0
Palghar,P99000008080,PARSHWANATH DARSHAN,PARSHWANATH DEVELOPERS,401404,"('19.708414699999999','72.923770500000003')",On-Going Project,12/31/2022,12/30/2024,,Residential,9000.0,900.0,6643.23,07/31/2017,,,144.0,19.0,0.0,7.0,0.0,22.0,7.0,12.0,7.0,0.0,0.0,0.0
Palghar,P99000010239,BHAVANI HEIGHTS,Bhavani Developers,401303,"('19.469906999999999','72.797836000000004')",On-Going Project,12/31/2019,12/31/2019,12/30/2023,Residential,703.46,844.0,1952.58,07/16/2021,,,47.0,27.0,0.0,1.0,0.0,13.0,1.0,0.0,12.0,0.0,0.0,0.0
Palghar,P99000003731,JAAI PHASE I,VERSATILEREALTORSPRIVATELIMITED,401209,"('19.427658999999998','72.817575000000005')",On-Going Project,12/31/2019,12/31/2019,,Residential,785.28,894.83,4474.14,04/12/2023,,,105.0,61.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0
Palghar,P99000010523,Bhagirathi C Wing,Chittaranjan Estates Pvt. Ltd.,421312,"('19.638003399999999','73.130185800000007')",On-Going Project,08/31/2018,10/31/2018,03/30/2024,Residential,423.37,0.0,1270.11,09/08/2023,,,27.0,7.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0
Palghar,P99000011985,SAI SIDDHANT PALACE,SAI SIDDHANT ENTERPRISES,401209,"('19.405448600000000','72.830869199999995')",On-Going Project,04/10/2018,04/10/2018,12/30/2021,Residential,6696.86,6696.86,6696.86,06/29/2023,,,151.0,151.0,0.0,3.0,3.0,39.0,3.0,0.0,3.0,0.0,0.0,0.0
Palghar,P99000009807,Sankalp Heights Building No 2 D E F Wing Phase 1 Ground plus 7th Floor and Phase 2 8th plus 12 floor,Sankalp Builders and Developers,401203,"('19.429752000000001','72.808248000000006')",On-Going Project,12/31/2016,12/30/2024,,Residential,737.6,699.27,3496.36,04/26/2023,,2.0,202.0,69.0,0.0,1.0,0.0,13.0,1.0,6.0,1.0,0.0,0.0,0.0
Palghar,P99000012749,Adiraj status,shree adiraj laxmi builders Pvt. ltd,401203,"('19.426808999999999','72.815980999999994')",On-Going Project,12/31/2018,12/31/2019,12/31/2023,Residential,3326.25,0.0,3326.35,12/28/2023,,3.0,169.0,143.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000008968,VIVA MALL,VIVA JIVDANI ASSOCIATES,401303,"('19.404927000000001','72.829288000000005')",On-Going Project,02/28/2017,03/31/2018,,Residential,4986.0,743.83,7715.55,07/31/2017,,,372.0,314.0,2.0,3.0,0.0,14.0,0.0,42.0,0.0,0.0,0.0,0.0
Palghar,P99000006502,Regency Homes,WILSON V MANUEL GONSALVES,401202,"('19.372959500000000','72.822006400000006')",On-Going Project,06/30/2019,06/30/2019,,Residential,1780.0,142.78,1425.91,08/06/2021,,,32.0,3.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000007649,MAHAVIR DARSHAN,Mahavir Realtors,401303,"('19.469757289261008','72.799995514677450')",On-Going Project,12/31/2020,12/30/2021,12/30/2025,Residential,1775.0,0.0,3223.0,02/07/2023,,,55.0,39.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000011525,SOLARIS WING E-1 HDIL LAYOUT,SUNSHINE DEVELOPERS,401303,"('19.434428900000000','72.922432900000004')",On-Going Project,12/30/2020,06/30/2021,12/31/2024,Residential,406.96,1581.15,6715.42,12/28/2022,,,114.0,68.0,0.0,1.0,0.0,16.0,1.0,0.0,7.0,0.0,0.0,0.0
Palghar,P99000011795,INDUS,AQUARIUS REALTY PVT LTD,401203,"('19.416676100000000','72.798370500000004')",On-Going Project,12/31/2019,06/30/2021,01/31/2026,Residential,1017.0,0.0,271.21,04/08/2023,1.0,,57.0,25.0,0.0,1.0,0.0,9.0,1.0,0.0,20.0,0.0,0.0,0.0
Palghar,P99000009956,NINE STAR RESIDENCY KRITIKA,YOGESH  BIDYE,401404,"('19.575006999999999','72.807000000000002')",On-Going Project,07/31/2018,12/31/2018,,Residential,745.17,0.0,1277.41,02/12/2020,,,30.0,2.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000007053,VRINDAVAN NAGARI,VRINDAVAN REALITY,401501,"('19.789241600000000','72.689764499999995')",On-Going Project,03/31/2023,03/30/2025,,Residential,23669.0,2366.0,23670.18,08/14/2021,,1.0,422.0,162.0,0.0,8.0,0.0,38.0,8.0,70.0,8.0,0.0,0.0,0.0
Palghar,P99000012458,Thakur ICON A,Pawan Abhimanyu Singh,401504,"('19.815775500000001','72.725232899999995')",On-Going Project,12/31/2019,12/31/2019,12/30/2021,Residential,984.24,98.4,738.18,12/21/2019,,,18.0,17.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000010373,BHARAT RESIDENCY,CRYSTAL BHARAT REALTORS,401209,"('19.405448600000000','72.830869199999995')",On-Going Project,12/31/2020,12/30/2021,,Residential,3160.0,0.0,557.0,08/28/2023,,,33.0,33.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000010144,ROYALE SEASONS,ROYAL PROJECTS AND VENTURES PRIVATE LIMITED,401604,"('19.873100500000000','73.393797399999997')",On-Going Project,11/30/2020,12/30/2021,,Residential,4736.0,474.0,3434.0,04/24/2018,,6.0,52.0,36.0,2.0,2.0,0.0,5.0,1.0,10.0,1.0,0.0,0.0,0.0
Palghar,P99000006053,AAKASH COMPLEX,LXMI INFRA,400000,"('19.587226600000001','72.807234199999996')",On-Going Project,07/01/2022,07/01/2023,,Residential,5895.73,0.0,5895.0,02/11/2021,,,96.0,51.0,0.0,1.0,0.0,4.0,1.0,0.0,80.0,0.0,0.0,0.0
Palghar,P99000011907,GALAXY APARTMENT,ARIF RAZAK MEMON,401501,"('19.794820000000001','72.760499999999993')",On-Going Project,08/31/2018,08/31/2018,12/30/2021,Residential,2070.0,0.0,1397.79,10/19/2017,,,36.0,8.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000009677,MUNISH SMRITI,SMRITI INFRAHEIGHTS PRIVATE LIMITED,401208,"('19.373481999999999','72.886993000000004')",On-Going Project,06/30/2019,06/30/2019,12/30/2020,Residential,2081.0,0.0,1980.61,08/04/2023,,,45.0,15.0,0.0,1.0,0.0,5.0,1.0,21.0,1.0,0.0,0.0,0.0
Palghar,P99000006677,Arron Complex Phase 1,Arron Builders and Developers,401404,"('19.693558100000001','72.765518400000005')",On-Going Project,12/30/2017,01/30/2018,,Residential,3025.0,0.0,2049.55,05/26/2023,,,42.0,27.0,0.0,2.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000006624,MITHILA DHAM,NAVAL RAMBAHADUR SINGH,401102,"('19.604208100000001','72.833823400000000')",On-Going Project,03/31/2020,03/30/2022,,Residential,1856.47,1856.47,1856.47,02/16/2023,,,51.0,19.0,0.0,1.0,0.0,5.0,9.0,30.0,9.0,0.0,0.0,0.0
Palghar,P99000004732,BALKRISHNA SANKUL,MAAD CONSTRUCTION,401208,"('19.373481999999999','72.886993000000004')",On-Going Project,06/30/2017,12/30/2023,,Residential,2468.49,10561.95,2920.54,01/06/2021,,,99.0,99.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0
Palghar,P99000010352,GOPALKRISHNA SANKUL,MAAD CONSTRUCTION,401208,"('19.373481999999999','72.886993000000004')",On-Going Project,06/30/2017,12/30/2023,,Residential,14596.05,10561.75,17269.18,09/27/2021,,,618.0,550.0,0.0,11.0,1.0,10.0,11.0,0.0,11.0,0.0,0.0,0.0
Palghar,P99000007286,NINE STAR RESIDENCY PHALGUNI,KRISHA CONSTRUCTIONS,401102,"('19.575021000000000','72.806995999999998')",On-Going Project,07/31/2018,12/31/2018,,Residential,1768.65,0.0,2946.99,07/06/2021,,,80.0,67.0,0.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000004653,KHUSHI AANGAN PHASE II,KHUSHI DEVELOPERS,401404,"('19.726890000000001','72.906733000000003')",On-Going Project,12/31/2019,06/30/2021,12/30/2022,Residential,7122.45,2070.0,7122.45,09/28/2021,,,165.0,79.0,0.0,6.0,0.0,30.0,0.0,52.0,0.0,0.0,0.0,0.0
Palghar,P99000007772,Nine Star Residency Revati,NINE LIFESPACE DEVELOPERS,401102,"('19.575021000000000','72.806999000000005')",On-Going Project,09/30/2018,12/31/2018,,Residential,2366.46,0.0,4698.44,02/11/2021,,,120.0,70.0,0.0,4.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000005497,Anand Villa II,Mehr  Nihilani,401202,"('19.369675999999998','72.827692999999996')",On-Going Project,12/31/2019,12/31/2019,,Residential,1017.89,0.0,1234.0,08/10/2023,,,42.0,39.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000004650,Nine Star Landmark Phase III Bldg-5 TULIP,NINE HOMEMAKERS,401102,"('19.572718299999998','72.810035200000002')",New Project,12/30/2021,,,Residential,3446.0,0.0,3699.0,09/27/2023,,,114.0,0.0,0.0,4.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000007345,CRYSTAL RESIDENCY,SAI CRYSTAL HOMES,401209,"('19.405448600000000','72.830869199999995')",On-Going Project,12/31/2017,12/31/2017,,Residential,3187.0,0.0,3187.0,02/01/2020,,,109.0,52.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0
Palghar,P99000008459,CRYSTAL EMPIRE,SAI CRYSTAL GROUP,401209,"('19.405448600000000','72.830869199999995')",On-Going Project,12/31/2020,06/30/2021,12/30/2023,Residential,8040.21,0.0,6367.0,02/20/2023,,1.0,218.0,218.0,0.0,1.0,1.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0
Palghar,P99000011860,Shree Krishna Apartment,Sagar Bhuvanesh Patil,401201,"('19.369526199999999','72.786551799999998')",On-Going Project,08/31/2019,08/31/2019,,Residential,571.3,0.0,406.02,08/09/2021,,,13.0,0.0,0.0,1.0,0.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0
Palghar,P99000013155,Nine Star Landmark Ph III Bldg 6 LOTUS,NINE HOMEMAKERS,401102,"('19.572718299999998','72.810035200000002')",New Project,12/30/2021,,,Residential,3534.0,0.0,3792.0,10/19/2023,,,114.0,0.0,0.0,4.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000011203,Nine Star Landmark Ph II Bldg-7 DAISY,NINE HOMEMAKERS,401102,"('19.572718299999998','72.810035200000002')",New Project,12/30/2021,,,Residential,731.0,0.0,784.0,10/12/2023,,,23.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000011599,Nine Star Landmark Ph II Bldg-2 ORCHID,NINE HOMEMAKERS,401102,"('19.574836000000001','72.806735000000003')",New Project,12/30/2021,,,Residential,1723.0,0.0,1848.0,09/27/2023,,,61.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Palghar,P99000004466,SS BUILDERS BUILDING NO. 8,S S BUILDERS,401208,"('19.373481999999999','72.886993000000004')",On-Going Project,12/31/2019,12/31/2019,12/30/2021,Residential,1234.88,3281.48,587.73,08/02/2021,,,5.0,1.0,0.0,1.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0
Palghar,P99000008525,SHEETAL HEIGHT,D G LAND DEVELOPERS PRIVATE LIMITED,401209,"('19.403604999999999','72.823462000000006')",On-Going Project,07/01/2022,07/01/2023,,Residential,3466.0,0.0,7391.0,09/30/2018,,,126.0,111.0,0.0,1.0,0.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0
